S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
1369,GJ03BZ7184,350284944239819,350776874239818,8991102406391630000,5754228287070,patrol vehicle,Gandhinagar,Rajkot,Vanana
1370,GJ11VV5963,350284942906542,350776872906541,8991102406391630000,5754228287072,patrol vehicle,Gandhinagar,Rajkot,Gadoi
1371,RJ11PA6796,350284942930559,350776872930558,8991102406391630000,5754228287016,ambulance,Madurai,Madurai,Kappalur
1372,TN48BF6604,350284944249768,350776874249767,8991102406391630000,5754228287021,patrol vehicle,Madurai,Trichy,Samayapuram
1373,AP39TY4004,350284944249172,350776874249171,8991102406391630000,5754228287024,ambulance,Madurai,Trichy,Chittampatti
1374,MP20DA2972,350284944242383,350776874242382,8991102406391630000,5754228287197,ambulance,Jabalpur,Jabalpur,Sarasdol
1375,MP20DA0588,350284942930591,350776872930590,8991102406391630000,5754228287175,crane,Jabalpur,Jabalpur,Sarasdol
1376,RJ11PA6623,350284942906047,350776872906046,8991102406391630000,5754228287023,ambulance,Madurai,Trichy,Samayapuram
1377,TN49CD6472,350284942906120,350776872906129,8991102406391630000,5754228287019,crane,Madurai,Trichy,Samayapuram
1378,TN45CC7421,350284942905999,350776872905998,8991102406391630000,5754228287020,Ambulance,Madurai,Trichy,Samayapuram
1379,MP20GB5830,350284942930526,350776872930525,8991102406391630000,5754228287081,patrol vehicle,Jabalpur,Jabalpur,Sarasdol
1380,MH04FP3597,350284942906344,350776872906343,8991102406391630000,5754228286800,ambulance,Mumbai,Pandharpur,Penur Toll Plaza
1381,MH11DN0359,350284942907284,350776872907283,8991102406391630000,5754228286834,crane,Mumbai,Kolhapur,Undewadi-Supe Toll Palza
1382,MH43CK5575,350284942930443,350776872930442,8991102406391630000,5754228286831,patrol vehicle,Mumbai,Pandharpur,Penur Toll Plaza
1383,MH12GT4183,350284942906179,350776872906178,8991102406391630000,5754228286848,patrol vehicle,Mumbai,Kolhapur,Undewadi-Supe Toll Palza
1384,MH46BK8456,350284942905916,350776872905915,8991102406391630000,5754228286832,crane,Mumbai,Pandharpur,Penur Toll Plaza
1385,MH13DQ0286,350284942933413,350776872933412,8991102406391630000,5754228286789,patrol vehicle,Mumbai,Pandharpur,Penur Toll Plaza
1386,MH13DT4215,350284942876430,350776872876439,8991102406391630000,5754228286830,crane,Mumbai,Pandharpur,Penur Toll Plaza
1387,MH13DY5331,350284942934809,350776872934808,8991102406391630000,5754228286826,crane,Mumbai,Solapur,Ichagaon
1388,MH10CR9566,350284942878097,350776872878096,8991102406391630000,5754228286829,Ambulance,Mumbai,Solapur,Ichagaon
1389,MH04KF5324,350284942989001,350776872989000,8991102406391630000,5754228286803,Ambulance,Mumbai,Solapur,Anakdhal
1390,MH17BY8500,350284943652541,350776873652540,8991102406391630000,5754228286835,ambulance,Mumbai,Kolhapur,Undewadi-Supe Toll Palza
1391,MH05EL2398,350284944260773,350776874260772,8991102406391630000,5754228286833,ambulance,Mumbai,Pandharpur,Penur Toll Plaza
1392,MH13DY5332,350284944260807,350776874260806,8991102406391630000,5754228286827,crane,Mumbai,Solapur,Anakdhal
1393,TS09UD7337,350284944254024,350776874254023,8991102406391710000,5754228294787,patrol vehicle,Hyderabad,Khammam-1,Singarajupally
1394,TS04FJ3872,350284943652988,350776873652987,8991102406391710000,5754228294740,crane,Hyderabad,Khammam-1,Singarajupally
1395,TS04FJ3971,350284944296116,350776874296115,8991102406391710000,5754228294709,crane,Hyderabad,Khammam-1,Singarajupally
1396,TS09UD7229,350284944296439,350776874296438,8991102406391710000,5754228294711,patrol vehicle,Hyderabad,Khammam-1,Singarajupally
1397,TS04UE3179,350284944296074,350776874296073,8991102406391710000,5754228294707,ambulance,Hyderabad,Khammam-1,Singarajupally
1398,TS04UE3197,350284942891264,350776872891263,8991102406391710000,5754228294738,ambulance,Hyderabad,Khammam-1,Singarajupally
1399,WB51A4959,350284942995883,350776872995882,8991102406391710000,5754228294875,ambulance,Kolkata,Krishnagar,Sali Bamandanga
1400,WB51B9224,350284942758026,350776872758025,8991102406391710000,5754228294872,patrol vehicle,Kolkata,Krishnagar,Sali Bamandanga
1401,RJ11PA6684,350284942997301,350776872997300,8991102406391710000,5754228294816,ambulance,Kolkata,Krishnagar,Sali Bamandanga
1402,WB74BE2143,350284942997319,350776872997318,8991102406391710000,5754228294876,crane,Kolkata,Krishnagar,Sali Bamandanga
1403,RJ11PA6743,350284942969995,350776872969994,8991102406391630000,5754228287077,ambulance,Gandhinagar,Ekta Nagar,Mandvi
1404,RJ09EA2543,350284942758919,350776872758918,8991102406391630000,5754228287134,crane,Gandhinagar,Rajkot,Kuchadi
1405,GJ06JF2261,350284942975208,350776872975207,8991102406391630000,5754228287062,crane,Gandhinagar,Surat,Bhatia
1406,GJ19Y5140,350284942995867,350776872995866,8991102406391630000,5754228287132,patrol vehicle,Gandhinagar,Rajkot,Okhamadi
1407,GJ26U0575,350284942758109,350776872758108,,,patrol vehicle,Gandhinagar,Surat,Bhatia
1408,RJ11PA6741,350284944249768,350776874249767,8991102406391630000,5754228287078,ambulance,Gandhinagar,Ekta Nagar,Valod
1409,GJ26U0842,350284942758232,350776872758231,8991102406391630000,5754228287130,patrol vehicle,Gandhinagar,Surat,Bhatia
1410,GJ16Z7467,350284942954989,350776872954988,8991102406391630000,5754228287147,ambulance,Gandhinagar,Surat,Bhatia
1411,GJ12BT5793,350284942930591,350776872930590,8991102406391630000,5754228287138,Crane,Gandhinagar,Rajkot,Gorsar
1412,GJ19Y2436,350284942954963,350776872954962,8991102406391630000,5754228287135,patrol vehicle,Gandhinagar,Rajkot,Kuchadi
1413,GJ25U4814,350284942954666,350776872954665,8991102406391630000,5754228287133,ambulance,Gandhinagar,Rajkot,Okhamadi
1414,GJ11VV7779,350284942954930,350776872954939,8991102406391630000,5754228287144,ambulance,Gandhinagar,Rajkot,Dari
1415,GJ25U4112,350284942983798,350776872983797,8991102406391630000,5754228287073,crane,Gandhinagar,Rajkot,Okhamadi
1416,GJ25U4130,350284944241799,350776874241798,8991102406391630000,5754228287136,ambulance,Gandhinagar,Rajkot,Kuchadi
1417,GJ16Z7194,350284942988318,350776872988317,8991102406391630000,5754228287139,ambulance,Gandhinagar,Rajkot,Gorsar
1418,GJ11BJ0901,350284942983830,350776872983839,8991102406391637400U,5754228287141,crane,Gandhinagar,Rajkot,Dari
1419,GJ11VV5840,350284942992153,350776872992152,8991102406391630000,5754228287143,patrol vehicle,Gandhinagar,Rajkot,Dari
1420,GJ11VV4428,350284942912268,350776872912267,8991102406391630000,5754228287137,patrol vehicle,Gandhinagar,Rajkot,Gorsar
1421,AP39UM6208,350284942933504,350776872933503,8991102406391630000,5754228287012,ambulance,Madurai,Karaikudi,Shenbagampettai
1422,AP39UD0669,350284942990272,350776872990271,8991102406391630000,5754228287025,patrol vehicle,Madurai,Karaikudi,Shenbagampettai
1423,RJ11PA6888,350284942933421,350776872933420,8991102406391630000,5754228287028,ambulance,Madurai,Karaikudi,Kodikottai
1424,TN81F7251,350284942878097,350776872878096,8991102406391630000,5754228287010,crane,Madurai,Karaikudi,Shenbagampettai
1425,RJ11PA6752,350284942876000,350776872876009,8991102406391630000,5754228286824,ambulance,Mumbai,Ahmednagar,Badewadi
1426,HR11N2309,350284942907649,350776872907648,8991102406391540000,5754228278385,crane,Chandigarh,Ambala,Saini Majra
1427,HR06BF4988,350284943000261,350776873000260,8991102406391540000,5754228278399,Crane,Chandigarh,Ambala,Gharaunda-Karnal
1428,HR46F9261,350284944242052,350776874242051,8991102406391550000,5754228278411,ambulance,Chandigarh,Ambala,Gharaunda-Karnal
1429,RJ23GC5916,350284944242953,350776874242952,8991102406391550000,5754228278401,patrol vehicle,Chandigarh,Ambala,Gharaunda-Karnal
1430,HR85H7456,350284944242987,350776874242986,8991102406391540000,5754228278395,patrol vehicle,Chandigarh,Ambala,Saini Majra
1431,HP979925,350284944243597,350776874243596,8991102406391540000,5754228278352,Crane,Shimla,Shimla,Sanwara
1432,RJ11PA4862,350284943653127,350776873653126,8991102406391540000,5754228278351,ambulance,Shimla,Shimla,Kandaghat - Parotha
1433,HP32A8082,350284944242722,350776874242721,8991102406391540000,5754228278349,patrol vehicle,Shimla,Shimla,Sanwara
1434,RJ11PA6844,350284944260955,350776874260954,8991102406368000000,5754226697648,ambulance,Nagpur,Amravati,Kurankhed Toll Plaza
1435,TG04C0158,350284944254107,350776874254106,8991102406391710000,5754228294727,crane,Hyderabad,Khammam-1,Painam Palli
1436,KA16AA5713,350284944243076,350776874243075,8991102406391710000,5754228294918,Ambulance,Bangalore,Chitradurga,Balenahalli Toll Plaza
1437,TG07T2685,350284944243639,350776874243638,8991102406391710000,5754228294726,patrol vehicle,Hyderabad,Khammam-1,Painam Palli
1438,TG07T3876,350284943652624,350776873652623,8991102406391710000,5754228294721,ambulance,Hyderabad,Khammam-1,Painam Palli
1439,TG07T3877,350284943653101,350776873653100,8991102406391710000,5754228294732,ambulance,Hyderabad,Khammam-1,Painam Palli
1440,KA16AA5628,350284942907276,350776872907275,8991102406391710000,5754228294912,patrol vehicle,Bangalore,Chitradurga,Balenahalli Toll Plaza
1441,TG07T2684,350284942728110,350776872728119,8991102406391710000,5754228294728,patrol vehicle,Hyderabad,Khammam-1,Painam Palli
1442,TG04C0049,350284942990306,350776872990305,8991102406391710000,5754228294733,crane,Hyderabad,Khammam-1,Painam Palli
1443,KA16AA5714,350284942983939,350776872983938,8991102406391710000,5754228294920,Ambulance,Bangalore,Chitradurga,Balenahalli Toll Plaza
1444,KA16P6842,350284942996717,350776872996716,8991102406391710000,5754228294922,Crane,Bangalore,Chitradurga,Balenahalli Toll Plaza
1445,KA16P6843,350284942996782,350776872996781,8991102406391710000,5754228294926,Crane,Bangalore,Chitradurga,Balenahalli Toll Plaza
1446,WB51C7938,350284942989266,350776872989265,8991102406391710000,5754228294869,patrol vehicle,Kolkata,Krishnagar,Ayespur Toll Plaza
1447,KA16AA5627,350284944158605,350776874158604,,,patrol vehicle,Bangalore,Chitradurga,Balenahalli Toll Plaza
1448,WB51C8109,350284944087937,350776874087936,8991102406391710000,5754228294866,ambulance,Kolkata,Krishnagar,Ayespur Toll Plaza
1449,RJ11PA6683,350284944093349,350776874093348,8991102406391710000,5754228294840,ambulance,Kolkata,Krishnagar,Ayespur Toll Plaza
1450,MH40BG2516,350284944158662,350776874158661,8991102406391710000,5754228294873,crane,Kolkata,Krishnagar,Ayespur Toll Plaza
1451,PB13BK3092,350284944158589,350776874158588,8991102406368000000,5754226698154,crane,Gandhinagar,Rajkot,Taran Toll Plaza
1452,RJ11PA6745,350284944257324,350776874257323,8991102406391630000,5754228287127,ambulance,Gandhinagar,Ekta Nagar,Kelvikuva
1453,GJ19Y2518,350284942910635,350776872910634,8991102406368000000,5754226698151,patrol vehicle,Gandhinagar,Rajkot,Dharampur-Danta
1454,GJ37T8725,350284942906294,350776872906293,8991102406368000000,5754226698149,ambulance,Gandhinagar,Rajkot,Dharampur-Danta
1455,GJ37T8597,350284944243217,350776874243216,8991102406368000000,5754226698150,crane,Gandhinagar,Rajkot,Dharampur-Danta
1456,RJ11PA6794,350284944242367,350776874242366,8991102406391630000,5754228287013,ambulance,Madurai,Karaikudi,Lembalakudi TP
1457,RJ11PA6619,350284944248893,350776874248892,8991102406391630000,5754228287009,ambulance,Madurai,Karaikudi,Lechchumanapatti
1458,RJ11PA6621,350284944242847,350776874242846,8991102406391630000,5754228286858,ambulance,Madurai,Karaikudi,Lembalakudi TP
1459,TN59CJ2965,350284944242706,350776874242705,8991102406391630000,5754228286859,patrol vehicle,Madurai,Karaikudi,Lembalakudi TP
1460,TN87B9510,350284944261193,350776874261192,8991102406391630000,5754228287017,crane,Madurai,Karaikudi,Palaya Gandharvakottai
1461,TN55BJ6323,350284942908662,350776872908661,8991102406391630000,5754228287014,ambulance,Madurai,Karaikudi,Palaya Gandharvakottai
1462,TN57BR7407,350284942926250,350776872926259,8991102406391630000,5754228287011,patrol vehicle,Madurai,Karaikudi,Lechchumanapatti
1463,TN59DC6288,350284942926862,350776872926861,8991102406391630000,5754228287008,crane,Madurai,Karaikudi,Lembalakudi TP
1464,RJ11PA6635,350284942927704,350776872927703,8991102406391540000,5754228278269,ambulance,Guwahati,Bongaigaon,Telipara TP
1465,ML10D3459,350284942928074,350776872928073,8991102406391540000,5754228278289,crane,Guwahati,Bongaigaon,Patgaon
1466,AS14AC2781,350284944158464,350776874158463,8991102406391540000,5754228278219,patrol vehicle,Guwahati,Bongaigaon,Telipara TP
1467,AS14AC3971,350284942910551,350776872910550,8991102406391540000,5754228278278,patrol vehicle,Guwahati,Bongaigaon,Patgaon
1468,MC1E4CMA7SP082619,350284944163431,350776874163430,8991102406391550000,5754228278405,Ambulance,Chandigarh,Ambala,Thana
1469,AS14T7133,350284942910627,350776872910626,8991102406391540000,5754228278265,crane,Guwahati,Bongaigaon,Telipara TP
1470,HR08AC6748,350284944158654,350776874158653,8991102406391550000,5754228278406,Crane,Chandigarh,Ambala,Thana
1471,RJ11PA4884,350284944158738,350776874158737,8991102406391550000,5754228278407,ambulance,Chandigarh,Ambala,Sambhu-Ghaggar
1472,GJ06BX4503,350284942906336,350776872906335,8991102406391540000,5754228278281,ambulance,Guwahati,Bongaigaon,Patgaon
1473,RJ11PA6633,350284942906310,350776872906319,8991102406391540000,5754228278277,ambulance,Guwahati,Guwahati,Madanpur
1474,RJ11PA4838,350284942996303,350776872996302,8991102406391540000,5754228278392,ambulance,Chandigarh,Ambala,Sambhu-Ghaggar
1475,HR55AK1629,350284942975414,350776872975413,8991102406391550000,5754228278404,ambulance,Chandigarh,Ambala,Saini Majra
1476,RJ11PA7014,350284942975174,350776872975173,8991102406391670000,5754228290698,ambulance,Chandigarh,Bhatinda,Kala Tibba
1477,HR39E7400,350284942954971,350776872954970,8991102406391630000,5754228287100,ambulance,Gandhinagar,Ekta Nagar,BharthanKarjan
1478,GJ16Z2801,350284942981107,350776872981106,8991102406391630000,5754228287102,ambulance,Gandhinagar,Ekta Nagar,Mandava
1479,GJ06PL1852,350284942928587,350776872928586,8991102406391630000,5754228287121,crane,Gandhinagar,Ekta Nagar,BharthanKarjan
1480,TN04BA7790,350284942931581,350776872931580,8991102406391630000,5754228286870,ambulance,Madurai,Trichy,Thirumandurai
1481,RJ11PA6943,350284942985454,350776872985453,8991102406391630000,5754228286869,ambulance,Madurai,Trichy,Thirumandurai
1482,TN06AC5342,350284942981057,350776872981056,8991102406391630000,5754228286864,Ambulance,Madurai,Trichy,Sengurichi
1483,RJ11PA6643,350284942983749,350776872983748,8991102406391630000,5754228287188,ambulance,Jabalpur,Jabalpur,Damoh TP
1484,HR73B6271,350284942985249,350776872985248,8991102406391630000,5754228287177,ambulance,Jabalpur,Sagar,Malthone
1485,HR73B6006,350284942985165,350776872985164,8991102406391630000,5754228287166,ambulance,Jabalpur,Sagar,Malthone
1486,UP82AT8453,350284942983848,350776872983847,8991102406391630000,5754228287160,patrol vehicle,Jabalpur,Sagar,Malthone
1487,HR30AC2615,350284942983756,350776872983755,8991102406391630000,5754228287153,crane,Jabalpur,Sagar,Malthone
1488,TN46AB9744,350284942988763,350776872988762,8991102406391630000,5754228286871,crane,Madurai,Trichy,Thirumandurai
1489,UP75BT5216,350284944256425,350776874256424,8991102406391630000,5754228287163,patrol vehicle,Jabalpur,Sagar,Malthone
1490,UP85CT7433,350284944098793,350776874098792,8991102406391630000,5754228287178,Crane,Jabalpur,Sagar,Malthone
1491,CG04NM2099,350284944163688,350776874163687,8991102406391540000,5754228278288,ambulance,Guwahati,Guwahati,Guwahati Bypass
1492,CG04NM2104,350284944158373,350776874158372,8991102406391540000,5754228278286,ambulance,Guwahati,Guwahati,Nazira Khat
1493,AS01AC9306,350284944158837,350776874158836,8991102406391540000,5754228278246,crane,Guwahati,Guwahati,Madanpur
1494,AS01TC0281,350284944158548,350776874158547,8991102406391540000,5754228278285,patrol vehicle,Guwahati,Guwahati,Madanpur
1495,AS01EC6428,350284942996790,350776872996799,8991102406391540000,5754228278298,crane,Guwahati,Guwahati,Nazira Khat
1496,AS14AC1457,350284942909231,350776872909230,8991102406391540000,5754228278267,patrol vehicle,Guwahati,Haflong,Balachera
1497,RJ11PA6553,350284944158183,350776874158182,8991102406391670000,5754228290468,ambulance,Nagpur,Chandrapur,Kharbi
1498,RJ11PA6706,350284942906625,350776872906624,8991102406391670000,5754228290467,ambulance,Nagpur,Nagpur-I,WEPL Mathani
1499,RJ11PA6552,350284942996626,350776872996625,8991102406391670000,5754228290466,ambulance,Nagpur,Chandrapur,Wadgaon- Umred 
1500,RJ11PA7015,350284942872702,350776872872701,8991102406391670000,5754228290676,ambulance,Chandigarh,Ambala,Toll_LOC_Saha-Shahbad Highway - Location
1501,RJ11PA7013,350284942881539,350776872881538,8991102406391672787U,5754228290679,ambulance,Chandigarh,Ambala,Gharaunda-Karnal
1502,GJ18BT5030,350284943652566,350776873652565,8991102406391630000,5754228287098,ambulance,Jabalpur,Sagar,Titarpani
1503,RJ27EA6968,350284943652582,350776873652581,8991102406391630000,5754228287093,crane,Jabalpur,Sagar,Chitora
1504,UP93DT7085,350284944296249,350776874296248,8991102406391630000,5754228287174,crane,Jabalpur,Sagar,Titarpani
1505,RJ27GE3192,350284943652509,350776873652508,8991102406391630000,5754228287088,patrol vehicle,Jabalpur,Sagar,Chitora
1506,HR73B5225,350284942926631,350776872926630,8991102406391630000,5754228287195,ambulance,Jabalpur,Sagar,Chitora
1507,RJ27EA2004,350284943652939,350776873652938,8991102406391630000,5754228287092,crane,Jabalpur,Sagar,Chitora
1508,UP53HT3508,350284943653028,350776873653027,8991102406391630000,5754228287089,patrol vehicle,Jabalpur,Sagar,Chitora
1509,HR73B1674,350284942926672,350776872926671,8991102406391630000,5754228287091,ambulance,Jabalpur,Sagar,Chitora
1510,AP31DK3370,350284943653143,350776873653142,8991102406391710000,5754228294735,crane,Hyderabad,Khammam-1,Gowraram
1511,TG28T4005,350284944254099,350776874254098,8991102406391710000,5754228294719,patrol vehicle,Hyderabad,Khammam-1,Gowraram
1512,TS10UC6279,350284944254016,350776874254015,8991102406391710000,5754228294717,ambulance,Hyderabad,Khammam-1,Gowraram
1513,CG04NM9084,350284943653069,350776873653068,8991102406391710000,5754228294882,ambulance,Kolkata,Krishnagar,Ayespur Toll Plaza
1514,GJ06BT9124,350284942927597,350776872927596,8991102406391630000,5754228287112,ambulance,Gandhinagar,Ekta Nagar,BharthanKarjan
1515,GJ38TA3285,350284942479888,350776872479887,8991102406391630000,5754228287117,patrol vehicle,Gandhinagar,Ekta Nagar,BharthanKarjan
1516,GJ38TA3361,350284942481694,350776872481693,8991102406391630000,5754228287122,patrol vehicle,Gandhinagar,Ekta Nagar,BharthanKarjan
1517,GJ18BT4536,350284944249941,350776874249940,8991102406368000000,5754226698153,ambulance,Gandhinagar,Bhavnagar,Bhadbhid
1518,HR68B0434,350284944249966,350776874249965,8991102406391630000,5754228287118,patrol vehicle,Gandhinagar,Ekta Nagar,BharthanKarjan
1519,GJ18AZ8653,350284944238480,350776874238489,8991102406368000000,5754226698158,patrol vehicle,Gandhinagar,Bhavnagar,Kobadi
1520,GJ27CQ0758,350284944256029,350776874256028,8991102406368000000,5754226698157,crane,Gandhinagar,Bhavnagar,Kobadi
1521,GJ04AW4991,350284944256870,350776874256879,8991102406368000000,5754226698156,ambulance,Gandhinagar,Bhavnagar,Kobadi
1522,GJ18AT8565,350284944256664,350776874256663,8991102406368000000,5754226698155,crane,Gandhinagar,Bhavnagar,Bhadbhid
1523,GJ18BW3335,350284942862760,350776872862769,8991102406368000000,5754226698152,patrol vehicle,Gandhinagar,Bhavnagar,Bhadbhid
1524,KL41U7968,350284944238589,350776874238588,8991102406391630000,5754228286878,patrol vehicle,Madurai,Ramanathapuram,Thiruppachethi
1525,TN59CC5527,350284944256367,350776874256366,8991102406391630000,5754228286877,Crane,Madurai,Ramanathapuram,Thiruppachethi
1526,UP93DT8946,350284942876604,350776872876603,8991102406391630000,5754228287198,crane,Jabalpur,Sagar,Titarpani
1527,GJ18BT5320,350284944294855,350776874294854,8991102406391630000,5754228287095,ambulance,Jabalpur,Sagar,Titarpani
1528,KA28AB0899,350284944242862,350776874242861,8991102406391630000,5754228287097,patrol vehicle,Jabalpur,Sagar,Titarpani
1529,MP49D1145,350284944296231,350776874296230,8991102406391630000,5754228287094,crane,Jabalpur,Sagar,Bakori
1530,MP49ZD3325,350284944243159,350776874243158,8991102406391630000,5754228287173,patrol vehicle,Jabalpur,Sagar,Bakori
1531,RJ11PA6622,350284944243589,350776874243588,8991102406391630000,5754228286852,ambulance,Madurai,Ramanathapuram,Thiruppachethi
1532,TN59CR5322,350284944248919,350776874248918,8991102406391630000,5754228286874,crane,Madurai,Ramanathapuram,Thiruppachethi
1533,GJ09AU3612,350284944241989,350776874241988,8991102406391630000,5754228287085,ambulance,Jabalpur,Sagar,Bakori
1534,TS17T0391,350284944241880,350776874241889,8991102406391630000,5754228287087,ambulance,Jabalpur,Sagar,Bakori
1535,RJ11PA6617,350284944296165,350776874296164,8991102406391630000,5754228287026,ambulance,Madurai,Ramanathapuram,Bogalur
1536,TN59DA5259,350284944294871,350776874294870,8991102406391630000,5754228286873,Crane,Madurai,Ramanathapuram,Bogalur
1537,HR61E0169,350284944294962,350776874294961,8991102406391630000,5754228286853,patrol vehicle,Madurai,Ramanathapuram,Thiruppachethi
1538,HR45E9189,350284944296215,350776874296214,8991102406391550000,5754228278408,patrol vehicle,Chandigarh,Ambala,Thana
1539,PB10JG0799,350284944296132,350776874296131,8991102406391540000,5754228278391,ambulance,Chandigarh,Ambala,Sambhu-Ghaggar
1540,RJ11PA6682,350284944296082,350776874296081,8991102406391540000,5754228278303,ambulance,Thiruvanthapuram,Cochin,Kumbalam
1541,HR67C7768,350284942959764,350776872959763,8991102406391550000,5754228278403,patrol vehicle,Chandigarh,Ambala,Panipat Elevated
1542,RJ11PA6851,350284942959384,350776872959383,8991102406391670000,5754228290464,ambulance,Nagpur,Amravati,Gondhkhairi Kondhali
1543,RJ11PA4820,350284942955424,350776872955423,8991102406391540000,5754228278398,ambulance,Chandigarh,Ambala,Gharaunda-Karnal
1544,PB10JG3281,350284944249958,350776874249957,,,patrol vehicle,Chandigarh,Ambala,Sambhu-Ghaggar
1545,RJ11PA6756,350284944240023,350776874240022,8991102406368000000,5754226697629,ambulance,Nagpur,Amravati,Undri TP
1546,PB10JG3254,350284944239959,350776874239958,8991102406391540000,5754228278394,crane,Chandigarh,Ambala,Sambhu-Ghaggar
1547,RJ11PA4839,350284944249974,350776874249973,8991102406391550000,5754228278409,ambulance,Chandigarh,Ambala,Gharaunda-Karnal
1548,HR67E0885,350284944249982,350776874249981,8991102406391540000,5754228278388,ambulance,Chandigarh,Ambala,Panipat Elevated
1549,HR67C8261,350284944239801,350776874239800,8991102406391540000,5754228278389,crane,Chandigarh,Ambala,Panipat Elevated
1550,RJ11PA6843,350284942927597,350776872927596,8991102406391670000,5754228290461,ambulance,Nagpur,Amravati,Nimbhi Toll Plaza
1551,RJ11PA6919,350284942932258,350776872932257,8991102406367900000,5754226687714,ambulance,Bhubaneswar,Berhampore,Gurapalli
1552,RJ11PA6854,350284942929189,350776872929188,8991102406368000000,5754226697613,ambulance,Bhubaneswar,Berhampore,Gudipada-Old Gangapada
1553,MH04KU8391,350284942928314,350776872928313,8991102406391630000,5754228287076,ambulance,Gandhinagar,Ahmedabad,Pithai
1554,GJ09H0488,350284942929460,350776872929469,8991102406391630000,5754228287075,crane,Gandhinagar,Ahmedabad,Pithai
1555,TN69BV4523,350284942935194,350776872935193,8991102406391630000,5754228287018,Crane,Madurai,Tuticorin,Pudurpandiyapuram
1556,RJ11PA6890,350284942928330,350776872928339,8991102406391630000,5754228286855,ambulance,Madurai,Tuticorin,Pudukottai-Vagaikulam
1557,TN72BS1598,350284942929361,350776872929360,8991102406391630000,5754228286862,crane,Madurai,Tuticorin,Pudukottai-Vagaikulam
1558,RJ11PA6941,350284942929114,350776872929113,8991102406391630000,5754228286860,ambulance,Madurai,Tuticorin,Ettayapuram toll Plaza
1559,TN72CF9291,350284942928140,350776872928149,8991102406391630000,5754228286872,patrol vehicle,Madurai,Tuticorin,Pudukottai-Vagaikulam
1560,AP39UM6210,350284942928363,350776872928362,8991102406391630000,5754228286850,ambulance,Madurai,Tuticorin,Pudukottai-Vagaikulam
1561,RJ11PA6855,350284942931847,350776872931846,8991102406391630000,5754228286851,ambulance,Madurai,Tuticorin,Pudurpandiyapuram
1562,RJ11PA6887,350284942906765,350776872906764,8991102406391630000,5754228286854,ambulance,Madurai,Tuticorin,Pudukottai-Vagaikulam
1563,AP39UN1052,350284942928421,350776872928420,8991102406391540000,5754228278342,ambulance,Thiruvanthapuram,Cochin,Ponnarimangalam
1564,CG04NM2093,350284944238795,350776874238794,8991102406391540000,5754228278282,ambulance,Guwahati,Guwahati,Mikirati Hawgaon
1565,KL41V5740,350284944239835,350776874239834,8991102406391540000,5754228278346,patrol vehicle,Thiruvanthapuram,Cochin,Ponnarimangalam
1566,AS07B2183,350284942929726,350776872929725,8991102406391540000,5754228278214,crane,Guwahati,Guwahati,Raha-Saragaon
1567,AS14AC1454,350284942931177,350776872931176,8991102406391540000,5754228278275,patrol vehicle,Guwahati,Guwahati,Mikirati Hawgaon
1568,AS14R8411,350284942935459,350776872935458,8991102406391540000,5754228278266,patrol vehicle,Kolkata,Kolkata,Rajchandrapur Toll Plaza
1569,AS18A4217,350284942929585,350776872929584,8991102406391540000,5754228278215,crane,Guwahati,Guwahati,Mikirati Hawgaon
1570,CG04NM2109,350284942935384,350776872935383,8991102406391540000,5754228278284,ambulance,Guwahati,Guwahati,Raha-Saragaon
1571,PB10JB9718,350284942926987,350776872926986,8991102406391540000,5754228278350,ambulance,Shimla,Mandi,Maura
1572,PB10HU6594,350284942927464,350776872927463,8991102406391540000,5754228278369,patrol vehicle,Shimla,Mandi,Maura
1573,PB10GK4581,350284942929197,350776872929196,8991102406391540000,5754228278370,crane,Shimla,Mandi,"Tarot, Kanaid"
1574,PB10JB5827,350284944256912,350776874256911,8991102406391540000,5754228278365,patrol vehicle,Shimla,Mandi,"Tarot, Kanaid"
1575,PB10HX4972,350284944240759,350776874240758,8991102406391540000,5754228278364,crane,Shimla,Mandi,Maura
1576,PB10HT3487,350284944256763,350776874256762,8991102406391540000,5754228278363,ambulance,Shimla,Mandi,"Tarot, Kanaid"
1577,OD01BA9197,350284944256938,350776874256937,8991102406391710000,5754228294865,patrol vehicle,Kolkata,Kharagpur,Laxmannath
1578,ORA1062,350284942909827,350776872909826,8991102406391710000,5754228294890,Crane,Kolkata,Kharagpur,Laxmannath
1579,OD01BB1805,350284944238951,350776874238950,8991102406391710000,5754228294878,ambulance,Kolkata,Kharagpur,Laxmannath
1580,RJ11PA6630,350284942926680,350776872926689,8991102406391520000,5754228276395,ambulance,Gandhinagar,Palanpur,Bhiladi
1581,RJ11PA6973,350284942907821,350776872907820,8991102406391520000,5754228276382,ambulance,Gandhinagar,Palanpur,Toll_Santalpur Main Entry Toll Plaza
1582,RJ32EA0182,350284944296306,350776874296305,8991102406391630000,5754228287145,crane,Gandhinagar,Palanpur,Varahi
1583,GJ24X4695,350284944294947,350776874294946,8991102406391630000,5754228287074,patrol vehicle,Gandhinagar,Palanpur,Varahi
1584,RJ11PA6974,350284944294921,350776874294920,,,ambulance,Gandhinagar,Palanpur,Budhanpur Toll Plaza
1585,RJ11PA6765,350284942993573,350776872993572,8991102406391520000,5754228276381,ambulance,Gandhinagar,Palanpur,Jorawargadh TP
